transaction_id,sale_date,sale_year,sale_month,sale_quarter,model,variant,segment,body_style,fuel_type,transmission,color,trim_line,optional_packages,options_cost_usd,msrp_usd,discount_percent,discount_amount_usd,final_sale_price_usd,financing_type,loan_term_months,region,country,sales_channel,customer_type,warranty_package,delivery_days,customer_satisfaction_score,is_repeat_customer,trade_in
BMW-2025-03265,17/07/2025,2025,7,Q3,X3,xDrive20i,SUV,SUV,Hybrid (PHEV),Automatic,Verde Ermes,Standard,5,7371.02,58509.69,3.14,1837.2,56672.49,Loan,48,Middle East,Qatar,Online Direct,Individual,2-Year Standard,73,4.4,FALSE,FALSE
BMW-2025-03266,02/06/2025,2025,6,Q2,X3,xDrive30e,SUV,SUV,Petrol,Automatic,Portimao Blue,M Sport,2,1628.29,59020.65,3.34,1971.29,57049.36,Loan,60,Europe,Italy,Fleet/Corporate,Individual,2-Year Standard,62,4.5,FALSE,FALSE
BMW-2025-03267,18/12/2025,2025,12,Q4,iX,xDrive50,EV,SUV,Hybrid (PHEV),Manual,Frozen Pure Grey,M Sport,1,1258.81,101969.06,10.53,10737.34,91231.72,Subscription,0,North America,Canada,Dealership,Corporate,3-Year Extended,11,4.4,FALSE,FALSE
BMW-2024-03268,09/06/2024,2024,6,Q2,iX,xDrive50,EV,SUV,Diesel,Automatic,Frozen Pure Grey,Standard,3,5513.13,95827.66,10.56,10119.4,85708.26,Lease,24,China,China,Dealership,Government,3-Year Extended,23,2.5,FALSE,TRUE
BMW-2025-03269,28/07/2025,2025,7,Q3,4 Series,430i,Coupe,Sedan,Petrol,Automatic,Alpine White,Sport Line,1,1794.69,61972.12,0.48,297.47,61674.65,Loan,72,China,China,Dealership,Individual,2-Year Standard,41,4.2,FALSE,FALSE
BMW-2025-03270,27/06/2025,2025,6,Q2,X5,M50i,SUV,SUV,Hybrid (PHEV),Automatic,Tanzanite Blue,M Sport,3,5842.24,84694.27,10.44,8842.08,75852.19,Loan,60,North America,Mexico,Fleet/Corporate,Individual,5-Year Premium,74,3.8,FALSE,FALSE
BMW-2024-03271,18/02/2024,2024,2,Q1,4 Series,M440i,Coupe,Sedan,Petrol,Automatic,Carbon Black,Luxury Line,5,8053.5,58155.03,4.62,2686.76,55468.27,Cash,0,North America,USA,Dealership,Individual,5-Year Premium,21,4.4,TRUE,TRUE
BMW-2024-03272,03/04/2024,2024,4,Q2,2 Series,220i,Compact,Hatchback,Electric (BEV),Automatic,Black Sapphire,Individual,3,2692.26,48563.04,6.95,3375.13,45187.91,Loan,72,Europe,Spain,Dealership,Individual,5-Year Premium,31,3.8,FALSE,FALSE
BMW-2024-03273,13/08/2024,2024,8,Q3,X5,xDrive50e,SUV,SUV,Petrol,Automatic,Tanzanite Blue,M Sport,3,6471.69,77092.68,0.28,215.86,76876.82,Cash,0,Europe,Germany,Online Direct,Individual,5-Year Premium,56,2.5,FALSE,TRUE
BMW-2024-03274,29/01/2024,2024,1,Q1,4 Series,M4,Coupe,Sedan,Petrol,Automatic,Melbourne Red,Luxury Line,3,3512.85,60351.92,4.16,2510.64,57841.28,Loan,48,Middle East,Qatar,Dealership,Individual,2-Year Standard,67,4,FALSE,TRUE
BMW-2024-03275,15/02/2024,2024,2,Q1,5 Series,530i,Sedan,Sedan,Diesel,Automatic,Verde Ermes,M Sport,2,3023.16,66798.68,0.06,40.08,66758.6,Lease,60,Europe,Italy,Dealership,Individual,3-Year Extended,57,4.8,FALSE,FALSE
BMW-2024-03276,18/09/2024,2024,9,Q3,Z4,M40i,Roadster,Convertible,Electric (BEV),Automatic,Frozen Pure Grey,Standard,2,4247.77,61806.36,8.6,5315.35,56491.01,Loan,48,North America,Canada,Fleet/Corporate,Individual,5-Year Premium,57,4.7,TRUE,TRUE
BMW-2025-03277,19/12/2025,2025,12,Q4,3 Series,330e,Sedan,Sedan,Petrol,Automatic,Melbourne Red,Standard,0,0,50014.28,5.98,2990.85,47023.43,Lease,72,China,China,Dealership,Government,2-Year Standard,67,3,FALSE,FALSE
BMW-2024-03278,15/07/2024,2024,7,Q3,7 Series,740i,Luxury,Sedan,Diesel,Automatic,Dravit Grey,Standard,3,5340.95,101609.47,6.93,7041.54,94567.93,Loan,60,China,China,Dealership,Individual,3-Year Extended,44,4.7,FALSE,TRUE
BMW-2024-03279,18/09/2024,2024,9,Q3,2 Series,220i,Compact,Hatchback,Diesel,Steptronic Sport,Dravit Grey,Sport Line,0,0,40769.69,0.17,69.31,40700.38,Subscription,0,Europe,Germany,Dealership,Government,2-Year Standard,38,4.2,TRUE,FALSE
BMW-2024-03280,01/11/2024,2024,11,Q4,3 Series,330i,Sedan,Sedan,Petrol,Steptronic Sport,Frozen Pure Grey,Sport Line,5,11109.13,52107.22,3,1563.22,50544,Subscription,0,China,China,Dealership,Corporate,3-Year Extended,76,4,FALSE,FALSE
BMW-2025-03281,12/01/2025,2025,1,Q1,X3,xDrive30i,SUV,SUV,Petrol,Automatic,Dravit Grey,M Sport,4,3786.57,66675.6,9.76,6507.54,60168.06,Lease,36,Middle East,UAE,Dealership,Individual,2-Year Standard,3,4.3,TRUE,TRUE
BMW-2024-03282,11/09/2024,2024,9,Q3,3 Series,330e,Sedan,Sedan,Petrol,Steptronic Sport,Tanzanite Blue,Standard,0,0,47026.03,3.01,1415.48,45610.55,Loan,72,North America,USA,Dealership,Individual,5-Year Premium,42,4.3,TRUE,TRUE
BMW-2024-03283,28/10/2024,2024,10,Q4,i7,xDrive60,EV,Sedan,Diesel,Automatic,Tanzanite Blue,Standard,2,2790.32,109372.09,7.4,8093.53,101278.56,Cash,0,Europe,UK,Dealership,Individual,3-Year Extended,49,2.5,FALSE,FALSE
BMW-2025-03284,17/04/2025,2025,4,Q2,3 Series,330i,Sedan,Sedan,Hybrid (PHEV),Automatic,Black Sapphire,Luxury Line,1,1233.75,54816.57,5.99,3283.51,51533.06,Subscription,0,China,China,Fleet/Corporate,Individual,5-Year Premium,51,3.9,FALSE,FALSE
BMW-2024-03285,23/04/2024,2024,4,Q2,Z4,M40i,Roadster,Convertible,Diesel,Steptronic Sport,Black Sapphire,Sport Line,2,3024.91,62020.32,10.85,6729.2,55291.12,Lease,60,Asia Pacific,Australia,Dealership,Corporate,2-Year Standard,19,4.5,FALSE,FALSE
BMW-2024-03286,08/10/2024,2024,10,Q4,X3,xDrive30e,SUV,SUV,Petrol,Manual,Verde Ermes,Luxury Line,1,2245.54,58778.15,5.23,3074.1,55704.05,Cash,0,North America,Canada,Dealership,Individual,2-Year Standard,33,4.2,FALSE,TRUE
BMW-2025-03287,14/03/2025,2025,3,Q1,i7,xDrive60,EV,Sedan,Petrol,Automatic,Verde Ermes,Standard,2,2487.09,117208.64,6.01,7044.24,110164.4,Loan,60,North America,Canada,Dealership,Individual,3-Year Extended,67,4.1,FALSE,FALSE
BMW-2025-03288,19/01/2025,2025,1,Q1,2 Series,223i,Compact,Hatchback,Petrol,Automatic,Frozen Pure Grey,Sport Line,0,0,44530.03,4.67,2079.55,42450.48,Lease,36,Asia Pacific,South Korea,Dealership,Corporate,5-Year Premium,35,4.6,FALSE,TRUE
BMW-2024-03289,11/09/2024,2024,9,Q3,5 Series,540i,Sedan,Sedan,Hybrid (PHEV),Automatic,Mineral Grey,M Sport,3,4103.54,67492.32,2.3,1552.32,65940,Loan,60,Europe,Germany,Dealership,Individual,5-Year Premium,18,4.2,TRUE,TRUE
BMW-2024-03290,20/07/2024,2024,7,Q3,i4,eDrive40,EV,Sedan,Petrol,Manual,Dravit Grey,Luxury Line,1,2348.37,65274.62,6.02,3929.53,61345.09,Subscription,0,China,China,Dealership,Corporate,2-Year Standard,68,4.3,FALSE,FALSE
BMW-2025-03291,11/01/2025,2025,1,Q1,X7,xDrive50e,SUV,SUV,Petrol,Automatic,Melbourne Red,M Sport,1,1207.57,109721.46,10.57,11597.56,98123.9,Lease,24,North America,USA,Dealership,Individual,5-Year Premium,23,4.2,FALSE,FALSE
BMW-2024-03292,01/10/2024,2024,10,Q4,i4,eDrive40,EV,Sedan,Petrol,Automatic,Verde Ermes,M Sport,1,1932.9,69689.84,1.48,1031.41,68658.43,Cash,0,Middle East,Saudi Arabia,Dealership,Individual,3-Year Extended,82,2.5,TRUE,FALSE
BMW-2025-03293,08/03/2025,2025,3,Q1,3 Series,330i,Sedan,Sedan,Petrol,Steptronic Sport,Dravit Grey,Standard,2,3026.74,49096.21,4.49,2204.42,46891.79,Loan,60,North America,USA,Dealership,Corporate,2-Year Standard,4,4,FALSE,FALSE
BMW-2025-03294,09/07/2025,2025,7,Q3,5 Series,540i,Sedan,Sedan,Diesel,Automatic,Carbon Black,M Sport,2,4901.57,68844.71,4.68,3221.93,65622.78,Lease,36,Europe,UK,Dealership,Individual,3-Year Extended,19,4.2,FALSE,FALSE
BMW-2024-03295,21/12/2024,2024,12,Q4,X3,xDrive20i,SUV,SUV,Petrol,Automatic,Black Sapphire,Individual,4,6616.82,69877.49,0.72,503.12,69374.37,Loan,60,China,China,Dealership,Individual,2-Year Standard,42,4.5,FALSE,TRUE
BMW-2024-03296,18/09/2024,2024,9,Q3,7 Series,740i,Luxury,Sedan,Hybrid (PHEV),Automatic,Black Sapphire,M Sport,5,9631.95,99189.57,0.78,773.68,98415.89,Loan,48,Europe,UK,Dealership,Individual,5-Year Premium,36,4.3,TRUE,FALSE
BMW-2024-03297,30/04/2024,2024,4,Q2,X3,M,SUV,SUV,Electric (BEV),Steptronic Sport,Verde Ermes,Luxury Line,0,0,58408.97,8.19,4783.69,53625.28,Loan,72,Asia Pacific,South Korea,Dealership,Individual,3-Year Extended,64,4,FALSE,FALSE
BMW-2024-03298,11/11/2024,2024,11,Q4,iX,xDrive50,EV,SUV,Petrol,Automatic,Mineral Grey,Sport Line,5,5394.32,87284.07,1.25,1091.05,86193.02,Loan,60,Latin America,Chile,Dealership,Individual,5-Year Premium,18,2.5,FALSE,TRUE
BMW-2025-03299,20/01/2025,2025,1,Q1,iX,xDrive40,EV,SUV,Petrol,Manual,Alpine White,xLine,4,7481.5,97856.46,10.76,10529.36,87327.1,Lease,24,North America,USA,Online Direct,Rental,5-Year Premium,82,4.4,FALSE,FALSE
BMW-2025-03300,29/11/2025,2025,11,Q4,i5,M60,EV,Sedan,Petrol,Automatic,Verde Ermes,Standard,4,3631.1,78646.19,1.56,1226.88,77419.31,Lease,36,North America,Canada,Dealership,Corporate,5-Year Premium,88,2.5,FALSE,FALSE
BMW-2024-03301,17/11/2024,2024,11,Q4,X7,xDrive50e,SUV,SUV,Petrol,Automatic,Dravit Grey,Luxury Line,2,2807.46,102426.36,0.02,20.49,102405.87,Cash,0,North America,USA,Dealership,Corporate,3-Year Extended,43,2.5,TRUE,FALSE
BMW-2024-03302,25/11/2024,2024,11,Q4,4 Series,M4,Coupe,Sedan,Hybrid (PHEV),Automatic,Melbourne Red,Individual,5,8787.44,69195.34,11.12,7694.52,61500.82,Cash,0,China,China,Dealership,Individual,5-Year Premium,34,4.7,FALSE,FALSE
BMW-2024-03303,29/08/2024,2024,8,Q3,7 Series,M760e,Luxury,Sedan,Diesel,Automatic,Mineral Grey,Standard,3,6454.01,101269.05,6.79,6876.17,94392.88,Loan,48,China,China,Fleet/Corporate,Individual,3-Year Extended,79,3.3,FALSE,TRUE
BMW-2025-03304,27/02/2025,2025,2,Q1,3 Series,330e,Sedan,Sedan,Hybrid (PHEV),Automatic,Portimao Blue,M Sport,1,1503.49,55208.36,2.42,1336.04,53872.32,Lease,60,China,China,Dealership,Individual,3-Year Extended,69,4.9,FALSE,TRUE
BMW-2025-03305,30/01/2025,2025,1,Q1,X3,M40i,SUV,SUV,Petrol,Steptronic Sport,Verde Ermes,xLine,2,3457.06,57102.53,0.05,28.55,57073.98,Lease,24,Asia Pacific,India,Dealership,Individual,5-Year Premium,67,4.3,FALSE,TRUE
BMW-2024-03306,06/05/2024,2024,5,Q2,7 Series,M760e,Luxury,Sedan,Hybrid (PHEV),Automatic,Alpine White,Standard,4,6266.59,100582.02,10.78,10842.74,89739.28,Loan,72,North America,Canada,Fleet/Corporate,Individual,2-Year Standard,50,2.5,FALSE,FALSE
BMW-2024-03307,02/10/2024,2024,10,Q4,X5,M,SUV,SUV,Petrol,Automatic,Alpine White,M Sport,3,5766.05,81375.3,5.38,4377.99,76997.31,Loan,48,North America,USA,Dealership,Government,5-Year Premium,25,4.2,FALSE,FALSE
BMW-2025-03308,04/03/2025,2025,3,Q1,2 Series,M240i,Compact,Hatchback,Hybrid (PHEV),Automatic,Verde Ermes,Luxury Line,1,891.51,43905.18,5.15,2261.12,41644.06,Loan,60,Asia Pacific,South Korea,Dealership,Individual,2-Year Standard,11,2.6,TRUE,TRUE
BMW-2025-03309,10/06/2025,2025,6,Q2,Z4,sDrive20i,Roadster,Convertible,Petrol,Automatic,Black Sapphire,Standard,1,1246.92,64862.87,9.95,6453.86,58409.01,Loan,24,China,China,Dealership,Individual,5-Year Premium,10,2.5,FALSE,TRUE
BMW-2025-03310,06/05/2025,2025,5,Q2,iX,M60,EV,SUV,Petrol,Automatic,Tanzanite Blue,Sport Line,0,0,96963.68,1.27,1231.44,95732.24,Lease,24,Asia Pacific,India,Dealership,Individual,5-Year Premium,10,4.1,FALSE,TRUE
BMW-2024-03311,07/04/2024,2024,4,Q2,2 Series,223i,Compact,Hatchback,Diesel,Automatic,Portimao Blue,Standard,2,2287.28,40519.82,9.59,3885.85,36633.97,Lease,48,North America,Mexico,Dealership,Individual,2-Year Standard,75,4.4,FALSE,TRUE
BMW-2024-03312,13/07/2024,2024,7,Q3,X5,M50i,SUV,SUV,Petrol,Automatic,Verde Ermes,Luxury Line,4,8800.75,76365.9,1.3,992.76,75373.14,Cash,0,Europe,France,Fleet/Corporate,Individual,5-Year Premium,56,4.9,FALSE,TRUE
BMW-2025-03313,28/01/2025,2025,1,Q1,5 Series,530i,Sedan,Sedan,Diesel,Manual,Melbourne Red,Sport Line,2,2986.8,67901.33,3.44,2335.81,65565.52,Loan,72,Europe,Netherlands,Dealership,Individual,5-Year Premium,55,4.3,TRUE,FALSE
BMW-2025-03314,06/06/2025,2025,6,Q2,X3,xDrive30e,SUV,SUV,Diesel,Automatic,Mineral Grey,Individual,5,6075.02,64307.71,6.47,4160.71,60147,Loan,60,Europe,Spain,Dealership,Individual,5-Year Premium,35,4.5,FALSE,FALSE
BMW-2025-03315,23/09/2025,2025,9,Q3,3 Series,340i,Sedan,Sedan,Hybrid (PHEV),Automatic,Verde Ermes,Sport Line,1,899.2,51705.21,2.16,1116.83,50588.38,Loan,24,China,China,Online Direct,Individual,2-Year Standard,63,2.5,FALSE,FALSE
BMW-2025-03316,02/11/2025,2025,11,Q4,5 Series,530e,Sedan,Sedan,Petrol,Automatic,Melbourne Red,M Sport,4,9998.09,77459.76,1.83,1417.51,76042.25,Cash,0,Middle East,UAE,Dealership,Individual,5-Year Premium,12,4.2,FALSE,FALSE
BMW-2025-03317,12/12/2025,2025,12,Q4,X3,xDrive30i,SUV,SUV,Petrol,Automatic,Black Sapphire,Standard,2,2674.15,54764.98,5.34,2924.45,51840.53,Loan,48,Europe,Germany,Dealership,Corporate,2-Year Standard,89,2.5,FALSE,FALSE
BMW-2024-03318,01/04/2024,2024,4,Q2,Z4,M40i,Roadster,Convertible,Electric (BEV),Automatic,Verde Ermes,Standard,4,7550.25,61447.09,4.54,2789.7,58657.39,Lease,36,North America,Mexico,Dealership,Corporate,3-Year Extended,55,3.4,FALSE,TRUE
BMW-2025-03319,20/03/2025,2025,3,Q1,3 Series,320i,Sedan,Sedan,Diesel,Automatic,Frozen Pure Grey,xLine,5,10691.47,49103.9,0.61,299.53,48804.37,Subscription,0,Asia Pacific,Japan,Dealership,Individual,3-Year Extended,61,3.5,TRUE,TRUE
BMW-2025-03320,12/01/2025,2025,1,Q1,5 Series,540i,Sedan,Sedan,Petrol,Automatic,Black Sapphire,Individual,3,3424.18,83205.55,2.08,1730.68,81474.87,Lease,72,China,China,Dealership,Individual,5-Year Premium,12,3.2,FALSE,FALSE
BMW-2024-03321,11/02/2024,2024,2,Q1,3 Series,340i,Sedan,Sedan,Petrol,Manual,Black Sapphire,Standard,2,4517.35,45153.75,3.23,1458.47,43695.28,Loan,36,Europe,Germany,Online Direct,Rental,3-Year Extended,29,4.4,FALSE,TRUE
BMW-2025-03322,12/12/2025,2025,12,Q4,Z4,M40i,Roadster,Convertible,Diesel,Automatic,Dravit Grey,Luxury Line,1,1798.99,66308.58,6.65,4409.52,61899.06,Loan,60,North America,Canada,Fleet/Corporate,Individual,5-Year Premium,69,2.5,FALSE,TRUE
BMW-2025-03323,31/05/2025,2025,5,Q2,3 Series,320i,Sedan,Sedan,Electric (BEV),Automatic,Alpine White,Luxury Line,5,7936.83,51876.57,1.47,762.59,51113.98,Lease,48,Europe,Poland,Dealership,Individual,2-Year Standard,35,2.5,FALSE,FALSE
BMW-2025-03324,24/04/2025,2025,4,Q2,5 Series,540i,Sedan,Sedan,Electric (BEV),Automatic,Melbourne Red,Individual,5,7991.18,77064.02,0.26,200.37,76863.65,Lease,60,Europe,UK,Online Direct,Individual,2-Year Standard,66,2.5,TRUE,TRUE
BMW-2025-03325,11/04/2025,2025,4,Q2,2 Series,223i,Compact,Hatchback,Petrol,Manual,Tanzanite Blue,Luxury Line,4,7033.68,45604.21,4.6,2097.79,43506.42,Lease,36,North America,Mexico,Dealership,Individual,2-Year Standard,36,4.3,FALSE,TRUE
BMW-2025-03326,03/12/2025,2025,12,Q4,4 Series,M440i,Coupe,Sedan,Petrol,Automatic,Frozen Pure Grey,Sport Line,0,0,58045.2,6.27,3639.43,54405.77,Loan,36,Asia Pacific,India,Fleet/Corporate,Individual,2-Year Standard,32,2.5,FALSE,FALSE
BMW-2024-03327,31/10/2024,2024,10,Q4,3 Series,340i,Sedan,Sedan,Diesel,Automatic,Portimao Blue,xLine,3,3258.64,50058.76,0.64,320.38,49738.38,Lease,48,China,China,Online Direct,Individual,5-Year Premium,42,3.5,FALSE,FALSE
BMW-2024-03328,25/10/2024,2024,10,Q4,Z4,sDrive20i,Roadster,Convertible,Diesel,Automatic,Black Sapphire,Sport Line,0,0,61044.77,2.28,1391.82,59652.95,Lease,48,Europe,UK,Online Direct,Individual,2-Year Standard,78,4.9,TRUE,FALSE
BMW-2025-03329,27/03/2025,2025,3,Q1,4 Series,430i,Coupe,Sedan,Hybrid (PHEV),Automatic,Alpine White,Sport Line,2,3023.86,59802.91,11.75,7026.84,52776.07,Lease,72,North America,Mexico,Dealership,Corporate,5-Year Premium,19,2.5,FALSE,FALSE
BMW-2025-03330,04/10/2025,2025,10,Q4,X1,xDrive23i,SUV,SUV,Petrol,Automatic,Alpine White,Sport Line,4,9595.22,45204.18,6.5,2938.27,42265.91,Cash,0,Asia Pacific,Thailand,Dealership,Individual,2-Year Standard,62,3.2,TRUE,FALSE
BMW-2025-03331,09/03/2025,2025,3,Q1,X7,xDrive50e,SUV,SUV,Electric (BEV),Automatic,Portimao Blue,M Sport,5,6760.32,113750.76,11.83,13456.71,100294.05,Subscription,0,Middle East,Saudi Arabia,Dealership,Individual,3-Year Extended,70,4.4,FALSE,TRUE
BMW-2024-03332,04/10/2024,2024,10,Q4,X3,xDrive30e,SUV,SUV,Diesel,Manual,Black Sapphire,Sport Line,5,9124.01,58152.49,6.09,3541.49,54611,Cash,0,China,China,Dealership,Individual,3-Year Extended,21,2.5,TRUE,TRUE
BMW-2025-03333,05/03/2025,2025,3,Q1,X1,xDrive23i,SUV,SUV,Petrol,Automatic,Carbon Black,Standard,2,3172.85,45299.85,1.55,702.15,44597.7,Lease,72,China,China,Dealership,Individual,5-Year Premium,20,3.7,FALSE,TRUE
BMW-2025-03334,22/08/2025,2025,8,Q3,X5,xDrive50e,SUV,SUV,Petrol,Automatic,Mineral Grey,Standard,2,3782.29,77574.16,6.04,4685.48,72888.68,Subscription,0,North America,USA,Fleet/Corporate,Corporate,5-Year Premium,17,3.9,FALSE,FALSE
BMW-2025-03335,20/10/2025,2025,10,Q4,X5,xDrive50e,SUV,SUV,Diesel,Automatic,Black Sapphire,xLine,0,0,80022.97,2.24,1792.51,78230.46,Loan,24,North America,Mexico,Dealership,Individual,5-Year Premium,58,4.9,FALSE,FALSE
BMW-2025-03336,09/08/2025,2025,8,Q3,5 Series,M5,Sedan,Sedan,Petrol,Automatic,Black Sapphire,Sport Line,3,6345.22,68172.88,10.98,7485.38,60687.5,Loan,60,Asia Pacific,India,Dealership,Rental,5-Year Premium,5,4,TRUE,TRUE
BMW-2025-03337,06/05/2025,2025,5,Q2,X3,xDrive20i,SUV,SUV,Petrol,Automatic,Portimao Blue,M Sport,5,9609.88,57526.68,9.61,5528.31,51998.37,Cash,0,Latin America,Argentina,Dealership,Individual,5-Year Premium,15,4.5,FALSE,FALSE
BMW-2024-03338,13/05/2024,2024,5,Q2,4 Series,430e,Coupe,Sedan,Hybrid (PHEV),Automatic,Black Sapphire,Luxury Line,0,0,55597.65,4.28,2379.58,53218.07,Loan,36,Asia Pacific,Australia,Dealership,Individual,5-Year Premium,33,4.3,TRUE,FALSE
BMW-2025-03339,01/06/2025,2025,6,Q2,X3,M,SUV,SUV,Hybrid (PHEV),Automatic,Carbon Black,Luxury Line,4,9030.09,62995.84,5.93,3735.65,59260.19,Lease,48,China,China,Dealership,Individual,3-Year Extended,7,4.8,TRUE,FALSE
BMW-2025-03340,15/09/2025,2025,9,Q3,Z4,M40i,Roadster,Convertible,Petrol,Automatic,Tanzanite Blue,Luxury Line,4,9078.53,65090.18,6.72,4374.06,60716.12,Subscription,0,North America,Canada,Fleet/Corporate,Government,3-Year Extended,43,2.5,TRUE,FALSE
BMW-2025-03341,18/01/2025,2025,1,Q1,5 Series,M5,Sedan,Sedan,Electric (BEV),Steptronic Sport,Melbourne Red,Sport Line,1,1396.91,72346.77,5,3617.34,68729.43,Lease,36,China,China,Online Direct,Corporate,2-Year Standard,58,3.2,TRUE,FALSE
BMW-2025-03342,30/10/2025,2025,10,Q4,3 Series,330e,Sedan,Sedan,Petrol,Automatic,Mineral Grey,Standard,3,4793.81,47561.18,9.24,4394.65,43166.53,Lease,36,Europe,Poland,Fleet/Corporate,Individual,5-Year Premium,9,3.5,TRUE,FALSE
BMW-2024-03343,04/08/2024,2024,8,Q3,X7,xDrive50e,SUV,SUV,Petrol,Automatic,Melbourne Red,Standard,0,0,102994.09,11.42,11761.93,91232.16,Loan,72,China,China,Dealership,Individual,2-Year Standard,30,3.1,TRUE,FALSE
BMW-2024-03344,05/03/2024,2024,3,Q1,3 Series,M3,Sedan,Sedan,Electric (BEV),Automatic,Dravit Grey,M Sport,4,4242.11,52649.05,10.07,5301.76,47347.29,Loan,36,North America,Mexico,Dealership,Corporate,5-Year Premium,87,4,FALSE,FALSE
BMW-2025-03345,12/07/2025,2025,7,Q3,2 Series,223i,Compact,Hatchback,Electric (BEV),Automatic,Frozen Pure Grey,Sport Line,4,6767.68,44630.94,3.76,1678.12,42952.82,Loan,72,North America,Canada,Online Direct,Individual,5-Year Premium,65,2.5,FALSE,FALSE
BMW-2025-03346,27/05/2025,2025,5,Q2,1 Series,M135i,Compact,Hatchback,Petrol,Automatic,Alpine White,Luxury Line,4,6801.58,41182.9,1.93,794.83,40388.07,Cash,0,Europe,Spain,Dealership,Individual,3-Year Extended,51,2.5,FALSE,TRUE
BMW-2025-03347,20/08/2025,2025,8,Q3,3 Series,340i,Sedan,Sedan,Diesel,Automatic,Dravit Grey,Standard,5,6240.72,49073.65,9.9,4858.29,44215.36,Subscription,0,North America,USA,Online Direct,Government,2-Year Standard,7,4.7,FALSE,TRUE
BMW-2025-03348,13/08/2025,2025,8,Q3,X3,xDrive30i,SUV,SUV,Petrol,Automatic,Dravit Grey,M Sport,5,12053.06,60065.6,11.68,7015.66,53049.94,Lease,72,Asia Pacific,Australia,Dealership,Individual,3-Year Extended,34,4.4,FALSE,TRUE
BMW-2024-03349,14/12/2024,2024,12,Q4,Z4,sDrive30i,Roadster,Convertible,Hybrid (PHEV),Automatic,Dravit Grey,Individual,2,3920.07,73523.08,0.91,669.06,72854.02,Cash,0,North America,Canada,Dealership,Individual,2-Year Standard,88,3.8,TRUE,FALSE
BMW-2025-03350,30/08/2025,2025,8,Q3,5 Series,520i,Sedan,Sedan,Petrol,Automatic,Portimao Blue,M Sport,5,6978.23,67620.66,11.65,7877.81,59742.85,Lease,72,Latin America,Argentina,Dealership,Individual,2-Year Standard,64,4.6,FALSE,TRUE
BMW-2024-03351,15/01/2024,2024,1,Q1,i5,eDrive40,EV,Sedan,Petrol,Automatic,Dravit Grey,Sport Line,4,8515.14,81114.9,9.62,7803.25,73311.65,Lease,48,China,China,Dealership,Corporate,5-Year Premium,5,2.5,FALSE,TRUE
BMW-2025-03352,21/03/2025,2025,3,Q1,1 Series,128ti,Compact,Hatchback,Hybrid (PHEV),Automatic,Portimao Blue,M Sport,2,3094.74,42399.1,9.44,4002.48,38396.62,Loan,24,Europe,Poland,Dealership,Individual,5-Year Premium,54,4.8,FALSE,FALSE
BMW-2024-03353,06/08/2024,2024,8,Q3,iX,M60,EV,SUV,Diesel,Automatic,Alpine White,xLine,3,4211.42,97276.51,9.86,9591.46,87685.05,Loan,36,China,China,Dealership,Individual,3-Year Extended,7,3.8,FALSE,FALSE
BMW-2024-03354,13/09/2024,2024,9,Q3,3 Series,330e,Sedan,Sedan,Petrol,Automatic,Alpine White,Luxury Line,2,4538.43,53579.84,1.06,567.95,53011.89,Loan,36,Middle East,Kuwait,Dealership,Corporate,3-Year Extended,14,2.5,FALSE,FALSE
BMW-2025-03355,13/05/2025,2025,5,Q2,X5,M,SUV,SUV,Petrol,Automatic,Frozen Pure Grey,xLine,5,4412.99,83677.08,4.08,3414.02,80263.06,Cash,0,China,China,Dealership,Corporate,3-Year Extended,69,4.7,FALSE,TRUE
BMW-2024-03356,31/07/2024,2024,7,Q3,i7,eDrive60,EV,Sedan,Hybrid (PHEV),Manual,Carbon Black,M Sport,4,5112.98,125356.17,8.91,11169.23,114186.94,Loan,48,Middle East,UAE,Dealership,Individual,3-Year Extended,7,4.8,FALSE,TRUE
BMW-2025-03357,14/12/2025,2025,12,Q4,2 Series,M2,Compact,Hatchback,Petrol,Automatic,Melbourne Red,Sport Line,2,3521.76,42560.25,3.44,1464.07,41096.18,Cash,0,Europe,Spain,Online Direct,Individual,5-Year Premium,59,2.5,TRUE,FALSE
BMW-2024-03358,17/03/2024,2024,3,Q1,iX,M60,EV,SUV,Electric (BEV),Automatic,Black Sapphire,M Sport,4,4352.83,97133.2,8.81,8557.43,88575.77,Loan,36,Asia Pacific,India,Online Direct,Individual,3-Year Extended,20,4.2,FALSE,TRUE
BMW-2024-03359,02/08/2024,2024,8,Q3,iX,xDrive50,EV,SUV,Diesel,Automatic,Carbon Black,M Sport,2,3206.55,93526.95,4.99,4666.99,88859.96,Lease,72,Europe,France,Online Direct,Individual,3-Year Extended,62,3.1,FALSE,TRUE
BMW-2025-03360,09/12/2025,2025,12,Q4,Z4,sDrive30i,Roadster,Convertible,Petrol,Manual,Carbon Black,M Sport,1,1221.21,68874.99,7.32,5041.65,63833.34,Loan,72,North America,Canada,Dealership,Individual,2-Year Standard,68,4.1,FALSE,FALSE
BMW-2024-03361,05/12/2024,2024,12,Q4,5 Series,530i,Sedan,Sedan,Diesel,Automatic,Mineral Grey,M Sport,5,6857.89,69215.89,6.85,4741.29,64474.6,Loan,24,Asia Pacific,India,Dealership,Individual,3-Year Extended,71,2.5,TRUE,TRUE
